FC..class1.class2.	P.value
CNN3	3.32912359629157	1.102e-09
CAST	3.18840092460321	2.594e-09
MYO1E	2.95158779481475	1.023e-08
CNBP	2.58568366796481	6.127e-08
VCL	2.58111017522555	6.127e-08
LARS	2.48928602262588	1.169e-07
FUNDC2	2.33656904176912	1.619e-07
MACF1	1.92371967874939	5.486e-07
TRAM2	1.6406209280357	9.785e-07
ANXA6	1.51702367206458	1.558e-06
TMEM59	1.41953889151378	1.918e-06
RP2	1.46152855947288	2.01e-06
RPP30	1.44466706684191	2.01e-06
POM121;POM121C	1.09761079662642	5.5e-06
NUDT16L1	1.02005765234125	8.308e-06
HNRNPD	0.960511710119024	1.191e-05
CLIP2	0.930548119247855	1.302e-05
MPP5	0.916094422938358	1.325e-05
JUP	0.899948986189672	1.388e-05
KIF21A	0.91456452349394	1.509e-05
NVL	0.855192407959154	1.922e-05
SPTBN1	0.978927776381399	2.257e-05
CARS2	0.752748591407134	3.451e-05
WBSCR16	0.718964335759539	3.862e-05
PANK2;PANK3	0.725959234509188	3.941e-05
ITM2C	0.682573297347578	4.557e-05
TMEM209	0.738983954700512	4.805e-05
ARPP19	0.641546029087524	6.303e-05
MRPL38	0.630405471482323	6.346e-05
FKBP15	0.632268215499513	6.491e-05
ACSS2	0.603121869839996	7.238e-05
GOLIM4	0.54794331129035	0.0001028
TOMM6	0.566571640626761	0.000117
ARFGAP3	0.525066592078211	0.0001199
MED29	0.640620928035698	0.0001245
PPL	0.490570130446201	0.0001882
PFKM	0.458382004156013	0.0002362
SUMO1	0.506906554580693	0.0002539
ITGAV	0.425459304765355	0.0002559
HDHD1	0.488515008957812	0.0002681
AGL	0.431890348286181	0.0002719
MEMO1	0.423309237242387	0.0002785
SRGAP1	0.426533138116673	0.0003252
SCOC	0.457331625485014	0.000327
FNBP1	0.411426245726465	0.0003275
ATP6V1H	0.401630466584741	0.0003497
CHID1	0.401630466584741	0.0003537
USP4	0.411426245726465	0.0003545
ACOX1	0.393965275660243	0.0003683
KIN	0.396159489073155	0.0003826
PTPRJ	0.398350370345965	0.0003956
MRPL51	0.391767719955997	0.0004301
SOGA1	0.370722275148167	0.0004758
NDFIP2	0.410341104614087	0.0005282
ATG5	0.408168370708106	0.0005462
TBC1D4	0.35501626421955	0.0005724
ETHE1	0.353887836284907	0.0005966
SAFB2	0.343692069179019	0.0006617
ARL3	0.34255474547732	0.0006739
CCDC12	0.35501626421955	0.0007184
ARHGAP17	0.364012053558615	0.0007231
RACGAP1	0.350497247084133	0.0007295
CD58	0.336854639125465	0.000736
PDHX	0.334568275666133	0.0007449
LRRFIP2	0.329984649758421	0.0007536
POLA1	0.333423733725192	0.0007864
RAB13	0.329984649758421	0.0008298
RINT1	0.32883646422954	0.0008456
NELFA	0.318461465167583	0.0009081
POLR2C	0.327687364176047	0.0009516
CHMP1A	0.327687364176047	0.0009686
MAP7D1	0.313826296390398	0.001002
AKT2	0.319617934200161	0.001073
TMA7	0.302172799740752	0.001081
INTS3	0.360645202460216	0.001125
HMGA1	0.297484915710575	0.001173
MYO5A	0.289244285156642	0.001286
CD46	0.549915553621955	0.001373
JAKMIP1	0.286881147788162	0.00152
GPN1	0.283329168051641	0.001575
SEC16A	0.292781749227846	0.001578
ATP2B4	0.279768421593595	0.001585
MRGBP	0.279768421593595	0.001729
TCEAL3;TCEAL6;TCEAL5	0.269033146455237	0.001776
KIF3B	0.264236151043547	0.001835
PTRHD1	0.399444564589458	0.001884
CC2D1B	0.267835392097615	0.00198
COA6	0.272620454662992	0.002073
SMG9	0.261831658752137	0.002109
MARCKSL1	0.267835392097615	0.002181
KIF23	0.255802836602718	0.002296
USP24	0.24731993497982	0.002396
ITCH	0.250961573533219	0.002398
GPR116	0.269033146455237	0.00241
CYCS	0.246104009883917	0.002466
STEAP3	0.241230035515445	0.002547
HLA-DRA	0.243669080966863	0.002555
CST1	0.24000896473507	0.002603
PODXL	0.237563718317676	0.002625
VANGL1	0.249748715083569	0.002722
NEDD4	0.238786859587116	0.002746
GTF3C4	0.236339539168374	0.00284
WDR44	0.244887059123534	0.002873
SFXN3	0.231432408447965	0.002949
LAMC1	0.243669080966863	0.003007
PREB	0.270229907237998	0.003362
ASPM	0.232660756790275	0.00351
BASP1	0.219091058246197	0.00368
AGRN	0.264236151043547	0.003709
RAP1B	0.270229907237998	0.003711
TMEM106B	0.228972569760161	0.003759
NOL11	0.232660756790275	0.003781
CYR61	0.225274929869569	0.00393
NUMB	0.216610068742442	0.004048
DCUN1D1	0.22404027421793	0.004106
RNF149	0.214124805352847	0.004107
FDFT1	0.221567788538409	0.004123
SNX17	0.220329954879556	0.004132
ADPGK	0.219091058246197	0.004189
COL6A1	0.215367972203479	0.004326
HACD3	0.221567788538409	0.004375
OTUD6B	0.210388864445403	0.004423
F8A1	0.314986485468515	0.004454
ENSA	0.212880566344385	0.004465
GAPDH	0.212880566344385	0.004515
ZNF207	0.249748715083569	0.00474
LRP10	0.210388864445403	0.004868
MED4	0.207892851641333	0.004905
