FC..class1.class2.	P.value
ARPC5	-1.12406270353362	4.816e-09
APOA1BP	-1.12815635149068	7.386e-09
SNAP29	-1.09018850129166	4.784e-08
TAX1BP3	-1.09111025302628	5.223e-08
RHOC	-1.04632501555051	4.002e-07
RBM3	-1.02855761068261	4.347e-07
TSC22D1	-1.037710111709	6.372e-07
PPP1R13L	-1.02326977932285	7.901e-07
UGCG	-1.03091399347006	8.319e-07
CHML	-0.983075855742179	1.683e-06
ITGA5	-0.999134642556747	1.761e-06
RP2	-0.943693939668123	6.734e-06
CNN3	-0.9403678401179	7.855e-06
FAM98A	-0.9414756881592	8.503e-06
RTCA	-0.925768605814208	9.067e-06
MPDU1	-0.917842440914574	1.304e-05
CHCHD2;CHCHD2P9	-0.918933119508112	1.413e-05
CDK5	-0.911044317691782	1.449e-05
SPCS3	-0.912401382076379	1.467e-05
UFM1	-0.894590105959918	2.089e-05
PTBP3	-0.892178244087146	2.4e-05
SPCS2	-0.866436474258894	3.243e-05
CCDC58	-0.872234671851455	3.259e-05
HIBADH	-0.864859183605185	3.65e-05
MVB12A	-0.865647613376637	3.875e-05
DHX36	-0.860137631984359	4.104e-05
SPTLC2	-0.861971955233239	4.185e-05
BCL2L1	-0.860661486398571	4.483e-05
AGR2	-0.840629153339797	6.183e-05
EPS15	-0.833670182079369	6.303e-05
EMC1	-0.833670182079369	7.028e-05
DRG2	-0.821126041830205	8.178e-05
SMARCE1	-0.811472473225598	9.181e-05
MYL6	-0.813753013854688	9.381e-05
FAF1	-0.810207062179741	9.662e-05
PPIA	-0.804904422822782	0.0001086
FAH	-0.800877357986399	0.0001208
CST3	-0.801883070847545	0.0001243
CIT	-0.795859283219775	0.0001283
NFATC2	-0.78936177161985	0.0001475
NIPSNAP1	-0.776453884047182	0.0001706
HEXB	-0.77595972578207	0.0001823
HSPA14	-0.778927217484937	0.0001828
HNRNPK	-0.774971916745951	0.0001861
GSTT2B;GSTT2	-0.762436281682324	0.0002399
SAP30BP	-0.749280916599445	0.0002571
