FC..class1.class2.	P.value
SSU72	-5.0303245368568	4.329e-10
CMAS	-4.61422662221166	1.367e-09
DSG2	-2.81096617560998	2.002e-08
RBX1	-2.45087301980073	9.02e-08
EEF1A2	-2.29689930039584	1.107e-07
RMDN1	-2.17984146526984	1.889e-07
ITGB5	-1.8170535054889	4.816e-07
BSG	-1.612637459164	8.53e-07
PLEC	-1.68826439802073	9.92e-07
ZNF185	-1.46116389225853	1.213e-06
TXNRD1	-1.87673111250565	1.547e-06
KIAA1671	-1.11622280248379	3.164e-06
RSRC2	-0.979373349410042	3.834e-06
AATF	-0.929610672108602	5.79e-06
RIOK1	-0.897812206776385	6.781e-06
GNL3L	-0.691056711874786	1.705e-05
PEF1	-0.729770092762002	1.705e-05
PPIA	-0.730488030095001	1.939e-05
WTAP	-0.663373834236464	2.757e-05
FAM213A	-0.703219582573575	3.216e-05
DAG1	-0.638680798442784	3.259e-05
C19orf52	-0.599462070416271	3.337e-05
NCAPD3	-0.619270551496451	4.002e-05
SPATA5	-0.623931928866314	4.435e-05
SYNE3	-0.6080123737802	4.435e-05
UBXN7	-0.534077760696063	6.67e-05
ODR4	-0.521183470950585	7.324e-05
NENF	-0.529905707352221	8.096e-05
LAMA5	-0.501442751900983	8.94e-05
SAAL1	-0.492484413520771	1e-04
MARCH5	-0.485397973557959	0.0001137
SGPL1	-0.465340719586122	0.0001216
FBXO30	-0.476739159547285	0.0001397
CGGBP1	-0.452846341187431	0.0001515
ZMPSTE24	-0.442614418576475	0.0001589
PSMF1	-0.438698305854631	0.0001667
RBM5	-0.438307278601691	0.0001747
CLPTM1L	-0.433038757685511	0.0001923
BMI1	-0.420626732932613	0.0002099
IRF2BP2	-0.474331992624722	0.0002112
HSP90AB2P	-0.429537068973959	0.0002185
PRKACB	-0.400301346996265	0.0002403
PGM3	-0.395549069687484	0.0002435
EPS8	-0.396118517115792	0.0002919
ARL2	-0.387411593301282	0.0002929
CDC20	-0.391001563823334	0.0003217
SNRPE	-0.369594528517677	0.0003751
GPATCH8	-0.375758703927476	0.0003822
TRIM38	-0.425850039490298	0.0003992
IP6K1	-0.366057368764396	0.000435
RRP8	-0.339892833529422	0.0004813
NUDCD2	-0.347398782403481	0.0004855
SSR3	-0.351810697281862	0.0005246
STX4	-0.341354345662404	0.0005949
C9orf64	-0.324997083806073	0.0006139
CLASP1	-0.334607228958109	0.0006502
LGALS8	-0.35089043505707	0.0006582
DNAJC3	-0.308823203187876	0.0007045
NIPSNAP1	-0.308287184217976	0.0007777
PGRMC2	-0.308823203187876	0.0008038
DDX41	-0.313656356923819	0.0008123
ZFPL1	-0.304184308384355	0.0008149
GPRC5A	-0.300803754851756	0.0008157
VPS28	-0.298850206766001	0.0008418
YY1	-0.300981481373803	0.0008784
NECAP2	-0.294420138060902	0.0009275
PYCRL	-0.302582006082551	0.0009404
