FC..class1.class2.	P.value
ENY2	0.181420640280142	0.01374
COX17	0.105678077894537	0.01973
MLH3	2.82720930634063	3.726e-08
AURKB	2.75808993420181	7.704e-08
SURF4	2.6742346477937	1.322e-07
USP10	2.68526740651684	1.322e-07
PRKACB	2.65786862339084	1.487e-07
RPP30	2.65626753479429	1.889e-07
TOMM40	2.60809954599438	2.008e-07
HAUS5	2.59502618406585	3.33e-07
NUDT9	2.54473265593262	3.529e-07
SLC25A4	2.55532535898925	4.105e-07
ABCC1	2.48542682717024	5.976e-07
CCDC94	2.46074256378964	6.939e-07
MRPL11	2.31411643114067	8.214e-07
CTSL	2.29777835515853	9.046e-07
THOC5	2.31440650755482	1.046e-06
RPL39P5;RPL39	2.31672502157875	1.289e-06
ANXA6	1.45206823022381	1.642e-05
TXNRD1	1.41899946543127	1.838e-05
DNM1L	1.3311319222172	2.274e-05
RAP1B	1.24061962931176	2.76e-05
CAST	1.24305970607253	2.834e-05
SSR3	1.23695175858808	2.847e-05
PREB	1.04054179386285	4.163e-05
C11orf68	0.933572638261024	6.37e-05
MEA1	0.947105051567875	6.455e-05
MICAL3	0.937344392150232	7.489e-05
WFS1	0.904580434921318	7.58e-05
SMURF2	0.898401859992193	7.98e-05
UFD1L	0.909965066757969	7.988e-05
TRAM2	0.858378925082071	9.662e-05
DLGAP4	0.82130203988953	0.0001193
GFM1	0.808179083771471	0.000145
NLE1	0.773152397014052	0.0001453
TACC1	0.835924074254375	0.0001486
CNBP	1.23695175858808	0.0001618
ANO10	0.766383141001298	0.0001629
SRXN1	0.713695814843359	0.0002077
THOC7	0.695102985640479	0.0002337
SLC43A3	0.6915341649192	0.0002386
RFC5	0.687956494044482	0.0002534
MFN2	0.678071905112638	0.0002751
POLR1E	0.678071905112638	0.0002909
GSTM1;GSTM4	0.668119124686432	0.0002956
WAC	0.647084212628954	0.0003162
ODR4	0.636914580355878	0.0003814
FTSJ3	0.633198686374004	0.0003942
PSMB10	0.621055503299739	0.0004063
PHF3	0.61635769699669	0.0004355
CD46	0.6535186707536	0.0004428
KDSR	0.621055503299739	0.0004556
ARL6IP5	0.61541629726287	0.0004561
FAM107B	0.610700062134764	0.0004628
PANK2;PANK3	0.619178216059069	0.0004678
CARS2	0.602171790753379	0.0004729
ICMT	0.59741198755465	0.0005047
NCAPD3	0.590721770009841	0.0005508
TRIM38	0.584000383285773	0.0005622
RMDN1	0.584000383285773	0.000565
RBM17	0.587845009254277	0.0005657
GTF3C4	0.576280257621355	0.0005993
LAMA5	0.578214165472454	0.0006173
UBR1	0.575312330687437	0.0006447
VMP1	0.568518597792544	0.0006571
ZC3H18	0.562669826102702	0.0006651
ISOC1	0.566571640626761	0.0006784
PLK1	0.560714954474479	0.0006978
RNF115	0.554834395894193	0.0007579
TOE1	0.549915553621955	0.000763
KIF3B	0.543000877402426	0.0008291
NDUFB7	0.539034702970754	0.0008525
CAV2	0.524063675777211	0.0009742
NAF1	0.529071299829111	0.0009828
FAM213A	0.524063675777211	0.0009869
CLIP2	0.518031492602169	0.001088
PDHX	0.511973981781801	0.001088
BRAT1	0.505890929729957	0.001124
NUDT15	0.497740088609093	0.00122
RALBP1	0.495695162624069	0.001259
ATP6V1H	0.486456955768731	0.001354
BSG	0.492622328574446	0.001358
CCNH	0.49467161164755	0.001395
COX20	0.474046599319306	0.001459
VPS37A	0.477159211186641	0.00146
INTS7	0.468843942974637	0.001554
HACD3	0.477159211186641	0.001567
CLTCL1	0.463622456851893	0.001598
PSMD8	0.463622456851893	0.001599
TK1	0.461528559472877	0.001705
RAP2B	0.461528559472877	0.001708
CD82	0.439357178474257	0.001962
ZNF185	0.456280481510725	0.001996
MYH14	0.440420720756767	0.001997
ADI1	0.434027674663597	0.002014
PDDC1	0.439357178474257	0.002016
EHMT2	0.471967787661516	0.002054
PEX6	0.426533138116673	0.002189
FUNDC2	0.489542935642474	0.002392
SPATA5	0.417920007811965	0.00241
FAM91A1	0.413594082409175	0.002438
KIF15	0.411426245726465	0.002474
PSIP1	0.415758666522498	0.002501
ERC1	0.409255146684838	0.002614
RACGAP1	0.417920007811965	0.002631
CCDC86	0.398350370345965	0.002723
GAMT	0.397255345594427	0.002764
OCIAD1	0.393965275660243	0.002874
CMC1	0.395062799517578	0.002883
UBR7	0.381837083906047	0.003039
RBM4	0.370722275148167	0.003441
FABP5	0.400537929583729	0.003659
OSTC	0.388465097283154	0.003734
SMYD5	0.36513259345253	0.003812
YY1	0.358396261956654	0.003997
NUDCD3	0.49364733397521	0.004032
MARCH5	0.387362540835996	0.004198
DHCR24	0.349365277594213	0.004407
CGGBP1	0.349365277594213	0.004451
ERLIN1	0.34255474547732	0.004524
SAFB2	0.344828496997441	0.004674
VTI1B	0.343692069179019	0.004677
DPM3	0.343692069179019	0.004711
IMP3	0.341416524478722	0.004824
CDC26	0.335711910320462	0.004838
PIP4K2A	0.335711910320462	0.004939
ESF1	0.352758525040637	0.005017
