FC..class1.class2.	P.value
CD46	3.94860084749336	1.102e-09
CNBP	3.73768676140986	2.594e-09
MEA1	3.07741392423814	4.784e-08
LARS	2.57797256871381	6.127e-08
TXNRD1	2.66106547980695	6.127e-08
VCL	2.19723635491871	2.747e-07
CAST	1.91532967601301	4.347e-07
ANXA6	1.73335434061383	8.319e-07
PPIA	1.39889757120247	3.315e-06
HNRNPD	1.3305584000308	3.772e-06
RABGGTB	1.05588975819628	7.106e-06
COA6	0.894526770257395	9.285e-06
OXCT1	0.832687516439532	1.313e-05
CTNNBIP1	2.62293035092018	1.434e-05
HDHD1	0.802400040114839	1.453e-05
GAPDH	1.00144197417391	1.749e-05
SPTAN1	1.14730669878029	1.767e-05
MDN1	0.546956178141411	5.641e-05
WRNIP1	0.701327257412941	5.92e-05
TOMM6	0.58880456701555	6.846e-05
LIMS1	0.562669826102702	8.744e-05
FADS2	0.502839758255932	9.456e-05
PURB	0.523060061795249	0.0001275
ICMT	0.600269753509005	0.0001505
IQSEC2	0.440420720756767	0.0001853
NAP1L1	0.883620816285671	0.0002082
MIA3	0.453122446595813	0.0002119
FKBP15	0.425459304765355	0.0002177
ARL3	0.421155960662223	0.0002435
THUMPD3	0.425459304765355	0.0002454
NDFIP2	0.416839741912829	0.0002535
CARS2	0.432959407276106	0.0002758
C17orf85	0.412510571249805	0.0002773
ERRFI1	0.422233000683048	0.0002898
RPL22	0.387362540835996	0.0003401
PANK2;PANK3	0.387362540835996	0.0003431
SAR1B	0.485426827170242	0.0003456
DPY30	0.500802053057158	0.0003473
MRGBP	0.407080775450501	0.000389
RBX1	0.953078952612507	0.000411
PREB	0.527070335512661	0.0004241
ZNF207	0.396159489073155	0.000509
SEC24A	0.404903122145131	0.0005417
SAFB2	0.359521170427595	0.0005427
RPS27L	0.352758525040637	0.0005631
USP4	0.415758666522498	0.0005749
CD82	0.457331625485014	0.0006396
SNAP29	0.34255474547732	0.0006778
CD58	0.347098670622268	0.0007057
MRPS23	0.350497247084133	0.0007066
LAMA5	0.34255474547732	0.0007109
INPP1	0.340277404766254	0.0007221
NDUFAF2	0.332278283056929	0.0008856
ATP2B4	0.353887836284907	0.0008897
TRRAP	0.34255474547732	0.0009121
STUB1	0.319617934200161	0.0009869
SEC16A	0.318461465167583	0.0009933
LAMC1	0.336854639125465	0.001041
CIAPIN1	0.312665173558394	0.001082
ME2	0.337996463515016	0.001128
TMEM106B	0.399444564589458	0.00114
HEBP2	0.303342394487331	0.001268
FAM98B	0.31034012061215	0.001278
ITGAV	0.305678743242287	0.001333
MTA3	0.297484915710575	0.001361
RABEP2	0.295135249000818	0.001396
IVD	0.305678743242287	0.001405
CMC1	0.2904244038653	0.001668
DDX52	0.545968369105292	0.001672
AAR2	0.283329168051641	0.001737
STXBP3	0.285698125958125	0.001757
CDC73	0.305678743242287	0.00179
PARD3	0.291603558030565	0.001792
NVL	0.319617934200161	0.001922
DSG2	0.2904244038653	0.001958
TRAM2	0.312665173558394	0.002086
NAF1	0.486456955768731	0.002162
JAG1	0.3928669162308	0.002174
GSR	0.282143228781498	0.002185
PPIL4	0.276198865032242	0.002263
MPP5	0.284514133244245	0.002387
PLS1	0.265436896049098	0.002511
PPIE	0.259423152281415	0.002531
NUDT16L1	0.259423152281415	0.002558
RRAS	0.259423152281415	0.002641
ANAPC2	0.261831658752137	0.002657
TMEM109	0.257010618206024	0.00284
PDHX	0.442545456105304	0.00298
PTPRJ	0.263034405833794	0.00305
CSK	0.250961573533219	0.00308
CWC15	0.250961573533219	0.003137
RTFDC1	0.280956313831056	0.003145
TGFBR2	0.248534836138679	0.003171
INTS7	0.259423152281415	0.003197
MCAM	0.255802836602718	0.003272
PSMG1	0.246104009883917	0.0033
UBR1	0.254594043033141	0.003331
ETHE1	0.248534836138679	0.003467
IST1	0.242450073677701	0.003533
ELOVL1	0.259423152281415	0.003837
FTO	0.246104009883917	0.003909
TOR1AIP1	0.238786859587116	0.003942
BAP18	0.237563718317676	0.003947
DDX27	0.238786859587116	0.004027
STX5	0.236339539168374	0.004071
RAP2B	0.242450073677701	0.004107
CTNNA2	0.266636642513989	0.004114
CHMP2A	0.238786859587116	0.004344
EXOC7	0.231432408447965	0.004381
ZRANB2	0.238786859587116	0.004402
RAB1A	0.235114320376357	0.004658
TACC2	0.301002256032814	0.004683
GPR116	0.257010618206024	0.004831
RFC4	0.22650852980868	0.004983
NUDCD2	0.222804561045261	0.00513
PPP1R8	0.264236151043547	0.005234
ARL6IP5	0.306845500314283	0.005334
SMG8	0.237563718317676	0.005488
PPP1R13L	0.22404027421793	0.005733
GIGYF2	0.243669080966863	0.00598
MAP7D1	0.214124805352847	0.006332
NECAP2	0.222804561045261	0.006362
FAM96B	0.212880566344385	0.006391
ZC3H11A	0.232660756790275	0.006543
APBB1IP	0.206643223983395	0.007173
CCDC22	0.204140716780225	0.007687
HSPA6;HSPA7	0.200378797984026	0.008086
CLPP	0.209141397838592	0.008201
DARS2	0.199122642013601	0.008235
TAX1BP1	0.200378797984026	0.008279
NOL11	0.205392512989685	0.008347
RFC2	0.200378797984026	0.008414
RAB6A	0.199122642013601	0.008574
CD2BP2	0.197865391353738	0.008755
RRAGC;RRAGD	0.200378797984026	0.008945
SETD7	0.227741075839128	0.008973
DAG1	0.277389698810864	0.009141
TGOLN2	0.196607044094818	0.00917
ATG9A	0.222804561045261	0.009323
MRPL51	0.197865391353738	0.009436
ARPC5	0.207892851641333	0.009464
AAAS	0.190298791626595	0.009637
POM121;POM121C	0.192825403552391	0.01011
CRKL	0.189033824390017	0.01026
CLIP2	0.263034405833794	0.01049
RHOC	0.181420640280142	0.01121
RPL27A	0.18269229751619	0.0115
NOP16	0.18269229751619	0.01152
NDUFA12	0.252173413202027	0.01153
GRIPAP1	0.186500557644495	0.01157
CCNH	0.204140716780225	0.01168
NSF	0.176322772640463	0.01251
PSMF1	0.180147861158429	0.01253
DERA	0.178873958169795	0.01263
GLRX5	0.176322772640463	0.01271
DIMT1	0.187767747046025	0.01316
MPI	0.173767067736706	0.01344
PPHLN1	0.183962834842595	0.01366
CYCS	0.18269229751619	0.01378
STMN2	0.173767067736706	0.01399
SORT1	0.177598929327733	0.01411
LDLR	0.172487515510134	0.01415
RPS6KB1;RPS6KB2	0.172487515510134	0.01416
SRPR	0.172487515510134	0.01431
CHMP1A	0.173767067736706	0.01453
ACOX1	0.180147861158429	0.01464
CRYZ	0.169925001442312	0.01498
IPO8	0.171206827418142	0.01535
RAB4A	0.168642035558839	0.01571
NDUFV2	0.167357927738514	0.01616
RNF115	0.18269229751619	0.01637
PRDX5	0.171206827418142	0.01686
PEX6	0.160920188181103	0.01717
PSMG2	0.162210036314307	0.01752
MYH14	0.159629185821228	0.0176
POLD1	0.18269229751619	0.01762
ATPIF1	0.173767067736706	0.01792
TLE3;TLE2	0.169925001442312	0.01792
SREK1	0.158337027167101	0.01812
PLBD2	0.175045486110914	0.01813
MRPL13	0.177598929327733	0.01837
UBE2V1	0.160920188181103	0.0185
ABCC1	0.16349873228288	0.01853
NUP133	0.158337027167101	0.01876
STX8	0.172487515510134	0.0189
EMC2	0.15704371014558	0.019
PFDN2	0.160920188181103	0.01914
FABP5	0.183962834842595	0.01918
MEMO1	0.154453592679872	0.0197
MRPL38	0.176322772640463	0.02052
