FC..class1.class2.	P.value
EFHD1	-1.71311885221184	8.648e-07
DIABLO	-1.47353049535917	1.529e-06
BSG	-1.42778940668769	1.994e-06
TRIM38	-1.39782820924662	2.118e-06
PPP3R1	-1.29265191251673	4.396e-06
BRI3BP	-1.32156746620385	5.567e-06
FUNDC2	-1.19627699322584	7.084e-06
AKAP12	-1.18082233445723	7.694e-06
BOD1L1	-1.18213119827201	8.513e-06
PAK4	-1.16004041251047	8.604e-06
OARD1	-1.20689485194112	1.062e-05
AKAP9	-1.14369151028256	1.317e-05
JUP	-0.77595972578207	1.408e-05
OCRL	-0.99596609871551	1.427e-05
IGFBP4	-1.07612822646992	1.642e-05
INTS3	-1.18869338853022	2.479e-05
TOE1	-0.717619505361394	2.694e-05
BET1	-0.727857338035824	3.679e-05
WDR92	-0.981365825860949	5.046e-05
GOSR1	-0.575830351197362	5.587e-05
GINS1	-1.02826333326376	5.933e-05
SIKE1	-1.44379132826041	6.607e-05
ARGLU1	-1.17722906973322	7.685e-05
UPP1	-0.551944832282812	8.11e-05
ACTR10	-0.54814270552346	8.404e-05
TRIM21	-0.530739153384002	9.317e-05
F8A1	-1.17788172527066	9.832e-05
VMP1	-0.825465745305098	0.0001017
PTRHD1	-0.537842952152605	0.0001022
ENPP4	-0.502055578122257	0.0001202
AGRN	-0.982220587438765	0.0001569
DSP	-0.446934455954395	0.0002298
MFN1	-0.751951001562794	0.0002509
SOGA1	-0.423526234895169	0.0002651
PGM3	-0.43089782704644	0.0002763
EMG1	-0.431481402207456	0.0002986
LIG1	-0.414076023041399	0.0003003
ELMOD2	-0.966066088558068	0.0003071
PHYHD1	-0.45166202449138	0.0003366
ESD	-0.404878308003828	0.0003554
MARK2	-0.400682206301774	0.0003998
ZFAND5	-0.408512061602057	0.0004177
PLXNA1	-0.393652533275428	0.0004432
ATP6V1D	-0.388355456626338	0.0004466
PEG10	-0.395738860523894	0.0004535
MARCH5	-0.386845571568701	0.0004753
AKAP8	-0.956795501434832	0.0004978
SSSCA1	-0.391001563823334	0.0005534
NCOR1	-0.438698305854631	0.0005685
DNM1L	-0.50984065971628	0.0005731
SNRPD1	-0.372766723509125	0.0005927
UTP15	-0.367917950710293	0.000656
TRIO	-0.358084096524887	0.0006609
SLC20A1	-0.355497627581064	0.0006623
USP19	-0.354759487354735	0.0006708
TMA16	-0.349235440883098	0.0006738
RBM17	-0.345381155038874	0.0008448
ACOT2;ACOT1	-0.339162632303716	0.000883
VPS33A	-0.343732465205711	0.0008971
ZNF185	-0.384772056421174	0.0009986
ACP1	-0.33606339364483	0.001076
ZNF428	-0.749038426466781	0.00123
PLK1	-0.317426702652422	0.00126
CDK12	-0.306145097646435	0.001325
FDFT1	-0.363456578648199	0.001336
RASGEF1C	-0.305966733914874	0.001361
KIF15	-0.301692606485373	0.001492
EPS8	-0.72046927427001	0.00151
ADI1	-0.294243217950203	0.001567
MRPL1	-0.297963104087316	0.001586
OAS3	-0.311327261660857	0.001698
LOXL2	-0.289474557661403	0.001713
MRPL53	-0.284370159463337	0.00177
CDKN2AIP	-0.285952351222233	0.001873
CLASP1	-0.291592016516404	0.001911
PRPSAP1	-0.817816230878532	0.001982
TRMT1L	-0.303115909144546	0.001985
UBE2G2	-0.274215225257745	0.001997
EMC1	-0.279108683752437	0.002097
EEF1A2	-0.293712587756926	0.002101
PRC1	-0.283667519712013	0.002116
IP6K1	-0.291768611784497	0.002139
CAMK2G;CAMK2B	-0.263438417009447	0.002589
SSBP1	-0.307751364326621	0.002614
UQCC2	-0.261534782660224	0.002625
RDH14	-0.491267120487599	0.002693
ACAD9	-0.313118539567772	0.002878
WDR26	-0.251710526629585	0.002994
EXOC1	-0.258252591724484	0.003057
TSTA3	-0.284370159463337	0.003291
FBXO30	-0.268121651191569	0.00331
NIPSNAP1	-0.416769772900081	0.003431
UBE4B	-0.244343265591761	0.003533
FNBP1	-0.24947924481767	0.003693
HOMER3	-0.248107861595691	0.004121
BUD31	-0.25877033622704	0.004171
WDR6	-0.229720656790274	0.004175
ACAA2	-0.231244004778117	0.004305
VPS4A	-0.226341186889638	0.004667
AURKA	-0.232260464454422	0.004704
JAKMIP1	-0.703689439291908	0.004813
PHF5A	-0.220278018792927	0.005103
UBE2S	-0.231413364999112	0.005178
GLB1	-0.215077298437139	0.00549
DIAPH3	-0.232768962976124	0.005524
PEPD	-0.216250016992825	0.005605
DEGS1	-0.215412263621112	0.005632
BCAR3	-0.2397364653786	0.005634
ATRX	-0.215244771307591	0.005691
GSS	-0.213905532370957	0.005725
KIAA1033	-0.212901918388995	0.005824
UBLCP1	-0.23990682554186	0.005888
GPRC5C	-0.216082427396204	0.005939
APOB	-0.280159444935732	0.006139
DIP2B	-0.213570916796944	0.006276
MPST	-0.228029932301811	0.006333
CSNK2A2	-0.207894294337095	0.006636
CSTF2	-0.220614193801064	0.006955
RPS6KA3	-0.208060935404666	0.007133
NDUFB8	-0.211063770755173	0.007148
SDF2	-0.202073950274122	0.007256
WBP2	-0.199089748941648	0.007412
CCDC93	-0.251710526629585	0.007588
NDUFA5	-0.199089748941648	0.007603
NOMO2;NOMO3	-0.202571917847687	0.007622
SMURF2	-0.199586687361243	0.007624
RBM5	-0.199255376063222	0.007627
AQR	-0.199421022201632	0.008116
WDR3	-0.211230778342427	0.008255
NUTF2	-0.194955238629597	0.008277
CIRH1A	-0.194129756521541	0.008688
NELFCD	-0.25463357341883	0.008838
GPATCH8	-0.208227595722634	0.008888
